500
79	63	44	41	82	87	93	84	54	3	30	47	71	59	18	67	29	60	45	40	15	8	56	49	86	47	67	10	90	69	7	69	32	52	11	14	39	4	99	94	8	29	41	79	89	59	46	19	20	91	59	35	0	16	84	87	64	52	97	54	21	4	24	54	57	36	69	97	40	68	91	48	98	32	28	88	92	74	7	12	66	67	47	67	83	32	54	47	84	51	2	6	56	27	60	14	63	29	11	4	98	2	53	97	35	81	86	27	56	93	39	23	61	87	91	45	20	45	93	5	97	96	11	54	24	71	68	88	1	79	92	0	81	46	98	17	27	84	44	84	78	84	8	39	72	99	85	92	44	78	97	42	74	9	96	98	80	65	86	82	44	79	82	26	25	81	43	53	65	88	38	43	72	46	83	44	45	68	37	90	46	35	33	21	44	29	20	25	94	7	7	39	86	90	65	12	71	9	66	37	97	4	80	70	51	64	14	97	32	52	87	79	87	21	0	32	51	21	57	46	28	65	85	15	56	51	28	28	60	94	65	58	99	46	28	51	10	43	48	43	95	36	22	83	57	23	15	8	44	73	54	72	38	39	88	95	91	16	23	52	10	89	10	10	35	38	61	45	81	9	88	77	46	11	60	3	34	76	11	78	49	66	51	88	6	39	83	97	56	6	49	67	95	59	77	31	97	39	76	79	49	65	56	95	77	16	98	11	93	10	90	42	76	42	30	82	81	13	79	38	20	29	5	16	88	83	47	86	22	24	66	71	89	22	67	67	39	65	78	32	75	68	74	52	11	5	34	93	18	14	31	39	43	36	55	32	19	2	19	42	26	85	14	16	7	81	83	46	46	62	79	22	31	53	74	42	59	9	35	78	23	66	17	67	3	72	99	23	75	19	65	2	4	80	18	11	61	2	58	8	65	38	31	96	92	6	39	51	15	74	29	39	41	46	7	44	19	7	68	94	26	34	97	30	14	16	42	76	18	1	84	84	39	16	80	31	22	19	82	38	94	12	78	36	58	85	81	78	92	49	73	18	83	70	48	98	86	90	74	5	91	59	89	31	75	70	62	98	90	45	36	84	57	14	20	16	99	2	95	91	51	68	10	34	38	58	33	25	49	7	30	41	66	20	72	42	90	35	40	80	
81	77	65	38	92	86	55	92	88	50	84	39	19	94	74	57	52	7	83	2	15	14	43	82	34	16	24	24	52	65	5	33	42	71	71	34	57	27	27	46	77	11	86	96	5	61	54	58	69	38	60	84	52	4	67	86	21	91	11	73	57	16	6	99	88	78	34	45	6	61	92	84	73	78	80	78	40	35	36	9	73	97	94	26	2	61	12	23	52	24	97	9	41	4	9	29	82	44	75	89	6	67	73	79	46	53	58	86	89	94	95	63	92	89	89	94	50	2	17	3	26	15	13	67	19	23	96	2	68	71	91	74	39	64	54	85	18	12	72	7	7	68	71	99	58	61	93	8	63	11	12	89	26	26	57	46	49	53	48	17	25	39	92	65	4	47	51	22	60	23	30	67	91	1	67	49	62	60	58	26	72	71	15	99	97	72	45	47	26	94	65	52	33	58	17	38	5	68	60	66	91	91	33	83	93	0	33	56	61	92	82	34	63	98	33	60	70	78	8	97	72	73	49	6	31	67	45	37	35	5	3	27	97	36	11	90	37	44	46	99	36	28	33	0	26	67	61	97	45	69	95	18	42	45	25	74	12	70	11	48	76	14	75	73	51	87	64	89	31	10	88	68	39	22	68	65	89	30	63	35	99	58	54	42	3	80	16	15	51	27	63	28	42	39	1	93	26	66	82	58	76	71	27	15	93	96	81	83	26	44	19	26	3	73	68	6	54	84	22	5	12	86	33	54	26	35	47	53	1	30	12	78	1	40	94	95	36	76	79	63	21	99	90	24	73	58	31	27	43	54	32	55	40	66	10	67	1	58	20	3	88	32	81	90	73	76	86	9	52	66	73	73	65	63	98	38	22	29	65	65	83	98	20	24	64	31	91	66	89	12	69	77	45	51	68	18	27	55	28	80	21	1	54	87	65	52	25	87	82	91	52	66	89	73	91	54	4	83	20	94	95	89	72	41	40	40	59	68	96	88	49	17	90	3	4	55	55	30	43	38	21	95	4	11	69	96	65	74	79	85	69	75	75	41	16	16	82	76	84	78	64	33	96	54	37	1	10	92	31	53	31	53	49	36	64	18	32	29	93	12	15	62	87	90	3	4	6	86	80	91	64	44	25	60	99	62	61	9	55	93	
62	86	47	11	23	11	30	55	41	24	68	57	86	55	48	90	59	54	76	40	46	41	85	71	1	84	34	63	94	89	57	56	76	4	68	99	16	99	55	57	23	23	15	10	79	63	1	39	17	77	79	64	18	64	36	20	49	70	84	43	60	42	0	36	46	69	35	62	68	91	20	92	15	35	2	94	98	3	34	16	81	13	80	0	78	17	20	28	87	5	71	47	47	72	84	93	41	20	56	10	11	76	2	26	12	5	21	10	8	55	27	89	69	8	89	48	25	10	76	13	16	48	61	63	20	45	57	62	65	14	72	77	91	75	3	3	80	25	14	89	81	42	78	51	50	68	99	76	79	76	89	95	24	50	59	44	96	17	7	61	31	80	38	22	55	42	26	36	68	41	25	50	83	4	1	33	73	1	9	52	77	99	48	1	50	7	46	46	25	54	7	56	34	46	79	90	88	6	27	57	47	52	7	30	57	8	64	30	10	74	82	87	73	31	89	23	39	36	70	64	90	78	21	25	24	0	15	13	6	42	70	54	95	77	84	52	86	48	82	96	22	65	84	96	96	74	20	36	11	90	0	1	68	21	27	93	22	43	6	28	86	76	82	81	54	67	34	40	16	17	37	39	83	21	35	80	96	56	16	7	47	16	9	16	38	36	9	60	79	16	89	66	93	72	48	47	40	82	88	56	0	25	95	83	47	31	63	43	87	80	51	35	97	60	51	35	97	60	96	77	76	85	43	69	58	91	17	98	74	5	54	74	31	50	58	79	81	22	23	69	2	74	4	99	34	55	34	31	16	30	9	93	16	52	63	75	44	80	73	18	86	28	93	17	78	51	97	60	73	20	30	76	94	34	75	29	90	10	61	7	41	70	0	57	23	63	32	67	44	6	85	30	34	79	48	12	30	46	73	4	66	3	80	60	38	56	90	28	66	51	36	7	22	36	65	45	0	97	12	45	4	98	76	38	77	25	51	8	71	24	13	37	27	93	98	65	49	88	94	16	40	31	23	63	68	88	8	68	86	21	14	90	19	90	28	97	15	79	5	86	4	19	24	31	12	22	97	62	11	92	78	52	23	2	15	91	90	23	60	76	45	74	67	64	65	95	62	80	75	67	67	79	86	92	11	99	15	9	62	26	
1	41	79	24	44	94	16	34	18	77	11	63	51	78	27	17	74	89	97	50	57	65	30	44	58	42	44	73	51	7	0	52	49	79	77	93	73	94	28	91	71	39	54	23	18	82	40	93	72	38	44	30	4	74	75	62	17	20	35	68	27	35	21	77	14	98	70	88	93	98	79	64	38	34	87	57	17	28	51	90	66	95	20	70	70	96	32	87	16	68	55	44	3	76	21	18	75	92	6	68	90	86	33	29	20	21	86	38	49	37	28	15	33	48	86	3	45	18	90	61	87	46	5	91	23	27	9	98	19	16	67	10	2	0	39	23	21	26	61	71	64	89	87	97	38	73	0	84	92	91	45	79	38	51	70	61	79	80	60	98	97	27	9	99	28	48	23	50	75	85	21	39	75	8	36	14	81	37	98	74	29	43	54	68	95	24	29	74	5	89	73	2	16	82	2	45	31	26	95	6	11	16	45	87	25	82	1	7	20	99	81	50	43	35	18	38	60	48	13	66	37	86	69	54	69	71	99	0	98	95	6	9	11	52	96	37	35	98	44	56	97	26	7	40	61	25	79	22	74	93	88	12	79	57	66	49	29	66	49	27	61	56	37	73	9	34	10	44	32	55	1	30	81	8	70	43	34	50	65	8	43	54	20	23	11	87	72	41	54	22	69	16	78	6	89	87	41	0	32	73	55	33	3	36	42	74	79	76	25	45	85	68	99	5	92	11	93	65	52	47	87	21	64	66	28	53	53	69	54	86	43	9	19	47	46	61	21	26	38	46	71	23	15	71	29	8	82	22	73	35	70	61	57	34	27	86	88	80	56	42	67	99	52	86	46	99	48	68	25	86	15	97	9	31	69	39	39	51	61	13	87	32	74	45	67	1	31	55	82	87	98	49	87	51	36	34	50	84	2	76	71	18	74	81	49	43	20	89	95	82	3	82	14	77	28	82	79	59	37	62	47	36	12	34	87	49	68	38	34	71	14	5	89	88	86	39	32	7	28	27	89	31	10	4	9	38	86	89	97	24	51	45	60	64	79	48	13	48	87	47	19	1	52	9	90	39	48	23	47	77	50	36	9	60	40	18	98	27	8	96	51	59	41	12	24	21	61	37	69	48	84	89	50	37	98	41	77	46	64	24	
24	14	61	33	75	2	52	73	29	60	70	81	20	12	93	44	33	55	82	2	3	67	92	53	4	90	94	82	37	58	6	61	73	67	95	48	69	48	22	99	8	93	80	29	5	74	74	38	29	56	41	33	23	33	87	28	23	81	10	61	40	17	23	14	85	18	63	55	67	86	55	75	79	35	5	84	10	79	23	40	35	64	73	59	97	60	87	21	42	98	83	83	16	6	98	2	25	61	57	92	47	12	68	26	48	73	11	59	53	34	99	89	98	73	48	96	33	36	18	76	35	1	60	51	7	58	53	33	19	11	25	67	24	94	93	72	67	5	31	21	39	31	10	38	4	58	34	38	95	52	15	30	53	75	81	61	33	35	94	52	46	20	20	70	14	13	43	82	19	75	3	58	7	14	96	11	72	31	50	67	83	65	97	37	40	79	99	73	14	93	26	61	14	46	32	29	60	75	11	79	51	15	37	58	29	34	70	2	65	20	70	49	85	68	86	25	47	85	99	62	79	25	24	94	72	56	23	33	32	35	12	83	51	50	42	81	84	12	83	50	32	53	99	18	22	86	43	70	72	43	32	52	69	56	46	41	13	70	74	45	5	87	28	57	37	71	38	22	83	21	73	16	75	72	34	97	59	78	67	31	21	0	83	90	57	30	32	70	0	7	15	6	95	44	63	33	15	1	56	98	23	29	15	99	1	49	97	61	27	65	92	49	65	76	40	23	7	73	93	8	81	9	14	76	54	78	9	69	80	65	68	3	94	83	3	96	33	0	58	60	65	51	10	31	27	50	54	35	23	48	43	4	58	58	81	12	37	90	81	17	56	50	21	51	34	24	48	67	25	6	28	90	57	38	22	85	88	77	21	11	25	64	16	83	23	97	96	60	88	78	78	44	28	99	96	63	24	44	30	49	51	58	40	8	97	63	94	85	40	15	97	66	80	14	50	3	11	46	64	99	24	43	44	53	42	40	16	67	85	46	17	36	5	57	45	2	21	40	88	61	55	85	27	36	0	78	40	11	24	4	11	49	47	56	2	90	97	18	58	82	65	75	19	71	33	65	73	54	5	62	15	61	48	43	97	48	21	37	59	46	42	71	95	89	27	97	80	24	16	38	7	81	13	27	52	47	92	26	1	98	
88	17	59	36	60	57	85	82	94	44	28	36	16	23	26	44	21	7	68	37	45	76	18	59	4	71	6	96	97	7	95	86	25	54	23	86	12	8	68	7	53	96	44	69	20	70	13	41	78	82	79	23	59	98	83	63	69	89	60	67	97	55	54	23	10	77	9	22	86	77	29	39	74	73	9	95	44	23	37	22	6	16	46	66	14	29	29	83	19	90	51	17	45	5	40	56	83	49	79	69	27	8	8	1	82	18	97	27	41	34	50	48	50	96	14	64	26	43	48	46	33	0	64	79	5	5	36	89	55	15	58	82	24	67	84	6	85	81	34	27	15	84	75	66	81	89	30	8	33	79	55	67	79	19	47	85	25	83	74	80	98	32	62	22	99	47	29	85	28	63	12	44	48	88	10	30	78	41	38	11	20	94	79	0	14	26	85	39	10	59	19	8	92	82	31	92	30	60	77	58	24	90	3	72	78	13	3	57	55	42	68	75	36	48	75	51	75	60	90	85	20	10	94	12	93	25	4	23	85	82	82	10	72	85	83	51	99	86	8	54	28	77	30	65	26	6	16	1	67	7	87	87	17	81	0	11	6	4	34	92	87	16	2	60	2	86	12	2	72	20	56	1	98	87	66	25	93	83	26	60	90	14	48	8	95	48	19	1	53	53	94	40	70	96	0	73	83	12	75	55	33	32	56	32	19	23	57	13	6	84	73	97	98	21	5	94	69	24	95	22	78	89	63	48	86	64	21	70	77	96	25	10	29	82	43	48	6	1	61	13	86	35	10	85	57	15	79	26	39	74	49	17	64	13	66	51	77	87	21	54	84	47	65	13	30	9	62	36	10	24	49	96	60	59	82	17	75	61	43	14	35	93	32	0	7	99	52	84	86	74	39	71	22	5	85	52	14	48	88	25	72	38	22	32	98	4	50	73	65	93	88	1	87	20	2	94	19	55	79	6	29	19	78	52	24	64	4	39	12	93	65	85	31	87	18	29	92	68	3	57	62	91	59	50	11	62	44	31	17	24	38	47	43	17	99	68	81	4	8	93	97	73	79	29	60	97	59	53	66	62	10	28	53	70	78	65	32	23	97	50	48	35	97	91	52	97	60	34	1	68	27	98	41	7	28	2	4	87	55	71	
50	66	0	3	37	78	69	69	2	66	20	50	2	17	42	55	14	3	89	16	71	16	14	13	24	43	15	29	31	71	0	81	37	0	85	74	79	54	44	82	21	64	32	23	81	75	78	96	78	68	12	50	85	27	63	9	71	79	38	2	50	38	83	87	38	69	62	18	24	6	0	45	71	33	69	52	8	48	49	87	16	62	38	1	90	1	10	61	80	48	63	30	87	47	18	26	17	80	44	41	87	44	87	58	77	56	11	86	4	61	74	20	23	12	22	13	14	32	75	94	81	39	25	68	87	44	94	4	25	38	45	12	83	32	71	61	89	82	48	93	43	22	14	67	35	36	81	49	69	56	44	50	96	70	19	83	15	14	87	40	52	33	53	36	65	24	98	54	7	46	48	51	69	63	19	5	0	0	55	69	57	99	20	53	70	40	36	85	54	23	26	7	56	79	43	22	4	41	77	12	88	26	63	57	89	82	62	89	82	17	59	40	17	80	93	88	20	30	74	74	53	0	81	10	80	25	33	85	67	11	97	55	37	60	13	26	43	76	16	26	94	75	66	12	56	60	0	76	90	75	51	44	75	33	54	56	58	88	42	26	99	39	82	36	0	96	63	43	72	79	70	67	55	36	79	11	97	79	88	87	54	39	31	30	72	86	87	31	74	29	58	74	69	40	10	69	37	74	13	9	53	84	76	9	20	55	21	18	35	10	5	90	49	37	21	22	23	9	54	98	38	13	72	8	54	83	78	91	57	92	0	11	76	77	21	97	33	43	15	69	53	20	59	2	58	81	25	82	90	80	80	29	93	53	37	47	37	16	38	95	8	39	7	84	17	28	81	50	71	96	20	24	17	79	27	76	61	53	58	51	33	39	81	27	93	18	74	30	34	13	26	43	53	33	27	70	61	9	21	33	6	41	57	24	21	85	0	83	38	58	34	72	98	15	99	91	34	74	22	69	88	48	13	41	81	40	12	43	50	34	76	57	76	33	81	98	19	82	81	57	40	16	29	39	32	29	30	67	3	52	36	91	0	50	33	82	91	46	25	41	80	1	98	57	35	80	55	54	62	37	12	3	53	41	42	85	70	72	52	74	25	89	66	26	39	0	8	30	46	34	72	27	35	71	84	71	51	40	25	13	
77	38	17	31	79	59	17	50	32	70	25	57	59	91	83	99	91	92	30	38	27	3	65	63	74	50	34	25	90	60	39	68	98	56	99	78	16	16	28	48	86	54	6	46	45	90	46	37	82	76	75	9	80	40	72	54	90	7	80	81	67	20	49	66	77	49	44	93	65	73	42	52	27	48	98	73	38	45	10	21	22	85	31	2	26	3	56	17	11	37	99	79	57	48	45	34	98	89	27	64	63	70	16	91	18	15	64	56	60	75	78	82	61	9	84	88	13	41	5	24	78	4	3	36	53	48	70	52	38	98	16	2	68	33	93	87	48	58	44	9	33	22	92	95	31	77	83	44	18	89	68	97	93	72	34	47	20	4	99	59	3	16	61	72	49	55	59	98	14	3	8	47	25	0	43	57	77	26	1	96	15	70	94	9	42	28	57	63	33	57	23	36	74	85	9	23	41	68	22	55	72	30	3	98	30	46	56	8	73	57	5	89	28	99	98	71	28	56	35	61	14	58	98	88	44	7	12	85	76	34	40	49	65	43	48	96	89	4	4	63	62	10	52	91	10	51	62	38	7	98	0	22	56	99	10	1	7	22	86	83	57	26	33	22	70	82	19	60	86	23	23	49	34	75	40	44	26	3	82	34	1	83	56	58	82	66	59	89	89	45	73	47	72	7	70	43	89	89	3	75	13	26	25	47	2	65	92	28	69	74	62	70	58	18	29	40	85	88	30	75	34	3	22	7	10	93	50	99	82	53	75	95	80	1	43	82	67	35	11	36	10	74	7	68	93	36	9	78	25	39	54	59	43	77	66	53	70	17	53	52	70	29	48	51	30	92	34	97	27	45	33	38	19	40	7	12	77	16	91	2	56	45	62	99	22	28	53	93	46	6	46	17	36	95	68	66	87	2	63	15	48	97	54	67	38	61	80	15	78	71	18	35	17	80	34	40	9	88	33	55	94	80	72	31	75	41	97	62	44	61	78	92	58	32	60	97	94	40	12	72	12	31	8	29	11	42	70	20	31	4	76	26	84	49	57	59	90	54	22	34	15	1	27	74	33	87	71	28	28	84	1	40	15	9	70	27	52	40	48	83	44	24	9	28	73	66	88	64	20	10	99	36	12	26	10	46	13	82	74	41	
66	75	81	81	85	52	9	37	92	57	20	37	82	30	66	56	96	54	20	17	65	19	54	77	45	65	23	59	47	98	0	13	73	82	95	59	35	4	96	27	62	17	65	44	47	31	0	44	86	21	62	51	40	16	29	86	81	53	45	29	51	46	42	25	29	37	84	64	42	80	92	4	98	58	48	45	89	48	90	76	69	53	28	10	70	57	97	52	11	42	81	62	89	23	87	19	61	71	84	3	52	76	7	50	35	56	95	25	5	86	1	75	39	29	85	10	87	82	62	98	25	43	60	15	67	48	34	28	19	19	32	71	96	39	21	31	96	17	56	1	4	57	76	44	87	62	54	74	45	16	73	71	60	34	87	27	82	21	55	2	40	87	74	36	27	95	68	24	13	24	25	17	82	2	62	69	65	16	44	11	33	18	82	93	52	69	20	35	91	76	37	32	64	11	69	92	7	37	16	21	62	42	38	44	44	1	14	10	17	58	21	50	76	4	44	29	74	64	64	66	41	2	98	5	14	68	97	21	6	13	42	68	55	81	12	0	82	26	11	0	85	33	51	62	37	95	91	12	60	56	78	1	59	77	6	73	45	4	94	52	17	37	20	73	19	32	74	2	59	85	3	45	18	54	7	56	50	98	68	11	55	47	12	14	25	19	87	71	24	82	23	41	20	43	15	39	76	89	42	36	74	45	81	93	99	88	49	50	87	17	61	42	65	74	56	90	94	44	61	18	27	84	60	47	27	75	87	4	65	29	40	39	74	21	32	74	9	82	25	96	0	87	39	65	61	95	55	56	40	17	75	67	1	35	14	29	11	2	34	77	31	74	16	6	95	49	81	5	31	6	2	31	93	41	97	55	37	53	11	77	70	87	45	72	23	59	2	34	61	36	12	93	10	28	99	6	78	80	11	10	87	13	42	80	54	39	36	92	93	48	69	63	35	14	36	58	74	38	93	36	74	5	30	85	34	30	91	13	11	2	23	98	16	66	79	71	6	15	63	99	63	33	63	99	48	99	57	22	37	51	59	12	56	89	97	91	19	88	4	30	91	27	29	8	94	8	79	0	24	43	99	88	76	62	87	24	62	45	47	0	96	7	12	53	97	9	44	17	98	48	47	90	76	77	98	70	85	78	70	10	
21	70	98	98	33	86	22	95	32	70	95	29	78	7	82	75	17	27	92	16	76	40	6	52	17	4	23	3	82	93	13	4	64	12	2	97	99	24	92	31	95	88	60	73	96	42	49	13	70	41	29	46	82	35	98	0	40	21	3	23	15	17	27	80	30	29	77	29	54	70	60	50	58	20	23	54	63	73	68	33	14	97	79	97	33	78	97	74	0	1	97	16	18	24	96	49	54	74	78	8	44	38	58	3	59	82	57	23	55	26	56	70	24	36	68	58	15	65	32	16	66	29	32	85	54	29	34	9	3	12	17	48	51	76	51	11	58	9	34	14	35	91	85	60	28	53	18	44	19	50	60	85	80	93	70	35	22	5	44	26	18	62	74	69	38	26	81	97	35	15	12	71	7	97	31	36	51	49	80	70	0	40	56	81	33	27	16	56	32	60	82	50	22	57	20	61	84	1	58	19	17	71	91	24	68	23	60	20	73	41	90	74	81	46	55	15	73	71	72	6	32	55	56	55	12	76	17	97	77	75	17	95	47	8	19	15	32	80	36	5	21	26	80	3	73	35	19	47	7	91	54	39	46	10	95	59	87	12	56	65	88	73	60	35	82	80	51	14	60	87	20	82	14	0	86	88	36	6	36	43	97	90	83	44	0	78	4	88	91	61	53	79	35	13	15	18	93	67	33	54	54	53	37	69	54	23	57	90	29	93	34	27	83	17	72	84	95	77	72	86	39	25	66	74	39	82	92	32	49	26	86	4	79	24	73	34	47	30	25	77	24	59	5	8	76	78	92	72	56	65	59	95	90	25	70	30	8	63	62	57	89	49	61	68	73	34	3	21	65	28	99	89	87	5	97	64	83	90	36	39	55	95	34	46	21	4	76	29	67	39	87	56	89	48	25	63	83	29	85	49	57	84	38	45	89	36	10	73	27	46	12	82	42	47	29	63	52	6	92	20	45	79	76	35	28	2	98	11	31	83	61	89	68	99	35	57	36	45	30	63	92	43	46	34	90	76	98	42	82	90	63	28	70	39	63	99	42	61	11	74	45	72	64	13	72	99	71	8	45	2	72	38	45	19	73	36	95	71	79	78	61	42	6	32	82	69	31	25	31	43	99	77	15	64	91	87	64	63	96	9	
